"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA25LA184","INC","200025","2025-04-15T21:40:00Z","San Juan","Puerto Rico","United States",,"N607FR","11195","false","Aviation","",,,"None","0","0","0","0",,,,,"18.439399999999999","-66.001801","AIRBUS","A321-271NX","AIR","SJU","Luis Munoz Marin International Airport","false","2",,"SCHD",,"121","Unknown","VMC","Frontier Airlines","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200025/pdf"
"WPR25LA142","ACC","200053","2025-04-15T02:35:00Z","West Jordan","Utah","United States",,"N15984","28-7325218","false","Aviation","",,,"None","0","0","0","0",,,,,"40.617874999999998","-111.9965","PIPER","PA28","AIR","SVR","SOUTH VALLEY RGNL","false","1",,,"INST","091","Substantial",,,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200053/pdf"
"WPR25LA134","ACC","200020","2025-04-14T18:00:00Z","Amboy","Washington","United States",,"N16671","2087","false","Aviation","",,,"None","0","0","0","0",,,,,"45.939880000000002","-122.37730999999999","BELL","206B","HELI",,,"false","1",,,"PERS","091","Substantial",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200020/pdf"
"WPR25LA130","ACC","200015","2025-04-14T10:03:00Z","Elko","Nevada","United States",,"N9088G","2005","false","Aviation","",,,"Serious","0","1","0","1",,,,,"40.825322","-115.77961999999999","Hy-Tek","Hurricane HP","AIR","EKO","ELKO RGNL","true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200015/pdf"
"ERA25LA182","ACC","200046","2025-04-13T18:40:00Z","Elmore","Alabama","United States",,"N744RA","AA2A0122","false","Aviation","",,,"Minor","0","0","1","1",,,,,"32.518560000000001","-86.28604","ROBB AVIATION LLC","AVENTURA II","AIR","NA",,"true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200046/pdf"
"WPR25LA131","ACC","200016","2025-04-13T13:42:00Z","Green Valley","Arizona","United States",,"N3797W","32-725","false","Aviation","",,,"None","0","0","0","0",,,,,"31.903151000000001","-111.07858","PIPER","PA-32-260","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200016/pdf"
"ERA25LA180","ACC","200042","2025-04-13T13:00:00Z","Punta Gorda","Florida","United States",,"N815B","6745","false","Aviation","",,,"None","0","0","0","0","0",,,,"26.917408000000002","-81.987635999999995","LUSCOMBE","8F","AIR","PGD","PUNTA GORDA","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200042/pdf"
"ERA25LA176","ACC","200009","2025-04-13T12:00:00Z","Kingston","Ohio","United States",,"N6653F","15063253","false","Aviation","",,,"Serious","0","2","0","2","0",,,,"39.485619999999997","-82.814139999999995","CESSNA","150","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200009/pdf"
"WPR25LA133","ACC","200018","2025-04-13T08:50:00Z","Erie","Nevada","United States",,"N182VE","18258911","false","Aviation","",,,"Minor","0","0","1","1",,,,,"35.866630000000001","-115.24406999999999","CESSNA","182L","AIR",,,"false","1",,,"PERS","091","None","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200018/pdf"
"WPR25MA128","ACC","200005","2025-04-12T12:03:00Z","Copake","New York","United States",,"N635TA","458 S.A.","false","Aviation","",,,"Fatal","6","0","0","6",,,,,"42.178249999999998","-73.597899999999996","MITSUBISHI","MU-2B-40","AIR","1B1","Columbia County Airport","false","2",,,"PERS","091","Destroyed","IMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200005/pdf"
"ANC25LA034","ACC","200007","2025-04-12T12:00:00Z","Girdwood","Alaska","United States",,"N916GG","52236","false","Aviation","",,,"Minor","0","0","2","2",,,,,"60.967826000000002","-149.12065999999999","CESSNA","182B","AIR","AQY","Girdwood","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200007/pdf"
"CEN25LA156","ACC","200014","2025-04-12T10:10:00Z","Edinburg","Texas","United States",,"N5807T","24-1543","false","Aviation","",,,"None","0","0","0","0",,,,,"26.440000000000001","-98.120000000000005","MOONEY","M20J","AIR","EBG","South Texas International at Edinburg","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200014/pdf"
"CEN25LA155","ACC","200013","2025-04-11T19:20:00Z","Brady","Texas","United States",,"UNREG",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,"31.131834999999999","-99.335794000000007","QUICKSILVER","MX II","AIR","BBD",,"true",,,,"UNK","091","Substantial",,,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200013/pdf"
"WPR25FA127","ACC","200002","2025-04-11T19:06:00Z","Justin","Texas","United States",,"N121DF","SW-011","false","Aviation","",,,"Fatal","1","0","0","1",,,,,"33.071592000000003","-97.362412000000006","Azalea Aviation LLC","Saberwing","AIR","16X","Propwash Airport","true","1",,,"PERS","091","Destroyed","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200002/pdf"
"WPR25FA126","ACC","200001","2025-04-11T14:02:00Z","Reliance","Tennessee","United States",,"N7026V","22-1373","false","Aviation","",,,"Fatal","3","0","0","3",,,,,"35.263382999999997","-84.503529999999998","MOONEY","M20F","AIR",,,"false","1",,,"PERS","091","Substantial",,"CLEAR AYR LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200001/pdf"
"ERA25FA173","ACC","199995","2025-04-11T10:23:00Z","Boca Raton","Florida","United States",,"N8930N","310R0986","false","Aviation","",,,"Fatal","3","0","1","3","1",,,,"26.368119","-80.120771000000005","CESSNA","310R","AIR","BCT","BOCA RATON","false","2",,,"PERS","091","Destroyed","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199995/pdf"
"WPR25LA125","ACC","199996","2025-04-10T19:45:00Z","Idaho Falls","Idaho","United States",,"N190CG","7634","false","Aviation","",,,"None","0","0","0","0",,,,,"43.514476000000002","-112.07062000000001","CESSNA","190","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199996/pdf"
"CEN25LA154","ACC","200012","2025-04-10T16:20:00Z","Temple","Texas","United States",,"N923CR","LJ-1074","false","Aviation","",,,"None","0","0","0","0",,,,,"31.151385000000001","-97.409039000000007","BEECH","C90","AIR","TPL",,"false","2",,,"POSI","091","Substantial",,"WC&R LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200012/pdf"
"ERA25MA171","ACC","199991","2025-04-10T15:15:00Z","Jersey City","New Jersey","United States",,"N216MH","52296","false","Aviation","",,,"Fatal","6","0","0","6","0",,,,"40.728895000000001","-74.027206000000007","BELL","206L-4","HELI",,,"false","1",,"NSCH","AOBV","091","Destroyed","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199991/pdf"
"WPR25LA132","ACC","200017","2025-04-10T14:43:00Z","Oakland","California","United States",,"N7779K","18052728","false","Aviation","",,,"None","0","0","0","0",,,,,"37.721299999999999","-122.22069999999999","CESSNA","180J","AIR","OAK","SAN FRANCISCO BAY OAKLAND INTL","false","1",,,"PERS","091","Substantial","VMC","SEVENTY SIX JULIET LLC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200017/pdf"
"WPR25LA129","ACC","200008","2025-04-10T12:07:00Z","Maricopa","Arizona","United States",,"N1371D","19947","false","Aviation","",,,"None","0","0","0","0",,,,,"32.990549000000001","-111.91889999999999","CESSNA","170A","AIR","A39","AK-CHIN RGNL","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200008/pdf"
"CEN25FA151","ACC","199989","2025-04-10T09:04:00Z","Cape Fair","Missouri","United States",,"N83952","7AC-2637","false","Aviation","",,,"Fatal","1","1","0","2",,,,,"36.732275999999999","-93.573733000000004","AERONCA","7AC","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199989/pdf"
"ERA25LA169","ACC","199984","2025-04-09T15:05:00Z","Fredericksburg","Virginia","United States",,"N2Z","E-2514","false","Aviation","",,,"Minor","0","0","2","2","0",,,,"38.268877000000003","-77.593388000000004","BEECH","A36","AIR",,,"false","1",,,"INST","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199984/pdf"
"CEN25LA152","ACC","199990","2025-04-09T12:00:00Z","Jeanerette","Louisiana","United States",,"N941KW","941","false","Aviation","DirectorBrief","2025-06-05T04:00:00Z","2025-06-05T17:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain airplane control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",,"29.899069000000001","-91.665999999999997","CORBEN","JUNIOR ACE","AIR","2R1","Le Maire Memorial Airport","true","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199990","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199990/pdf"
"ANC25LA033","ACC","200006","2025-04-09T10:30:00Z","Bethel","Alaska","United States",,"N57617","18-7709125","false","Aviation","",,,"None","0","0","0","0",,,,,"60.801349999999999","-161.82300000000001","PIPER","PA-18-150","AIR",,,"false","1",,,"OWRK","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200006/pdf"
"CEN25FA148","ACC","199980","2025-04-08T14:59:00Z","Haskell","Oklahoma","United States",,"N5RR","326","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"35.833362999999999","-95.662653000000006","ANUSIEWICZ","CASSUTT III M","AIR",,,"true","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199980/pdf"
"WPR25LA135","ACC","200022","2025-04-08T14:55:00Z","Douglas","Arizona","United States",,"N443VA","043","false","Aviation","",,,"None","0","0","0","0","0",,,,"31.478424","-109.60035999999999","MARTIN UAV","VBAT","UNMANNED","DUG","BISBEE DOUGLAS INTL","false","1",,,"FLTS","091","Substantial","VMC","NORTHROP GRUMMAN","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200022/pdf"
"CEN25LA149","ACC","199982","2025-04-08T13:08:00Z","Platteville","Wisconsin","United States",,"N568RD","30-15-03","false","Aviation","",,,"Serious","0","1","0","1","0",,,,"42.685220000000001","-90.454583999999997","PPHU EKOLOT","KR-030 TOPAZ","AIR","PVB",,"false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199982/pdf"
"CEN25LA147","ACC","199978","2025-04-08T08:51:00Z","Zeeland","Michigan","United States",,"N6561F","15063161","false","Aviation","",,,"None","0","0","0","0","0",,,,"42.817176000000003","-85.927916999999994","CESSNA","150F","AIR","Z98","Ottawa Executive Airport","false","1",,,"INST","091","Substantial","VMC","Wings Aero LLC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199978/pdf"
"CEN25LA153","ACC","200011","2025-04-07T14:30:00Z","Wausau","Wisconsin","United States",,"N1526F","1850869","false","Aviation","DirectorBrief","2025-06-05T04:00:00Z","2025-06-05T17:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain directional control while landing in shifting wind conditions.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation",,"44.924416999999998","-89.622609999999995","CESSNA","185","AIR","AUW","WAUSAU DOWNTOWN","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=200011","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200011/pdf"
"CEN25LA146","ACC","199973","2025-04-07T09:00:00Z","Ault","Colorado","United States",,"N8282V","28-8116060","false","Aviation","DirectorBrief","2025-05-29T04:00:00Z","2025-05-29T18:00:00Z","None","0","0","0","0","0","The flight instructor’s failure to maintain terrain clearance during an attempted go-around, which resulted in a collision with a fence post.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",,"40.724943000000003","-104.62220000000001","PIPER","PA28","AIR",,,"false","1","REC",,"INST","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199973","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199973/pdf"
"WPR25LA124","ACC","199972","2025-04-07T06:06:00Z","North Bend","Oregon","United States",,"N826E","42000170","false","Aviation","",,,"Serious","0","1","4","5",,,,,"43.423887999999998","-124.23847000000001","HONDA AIRCRAFT CO LLC","HA-420","AIR","OTH","Southwest Oregon Regional Airport","false","2",,,"EXEC","091","Substantial","Unknown","ANDY LEAVITT ENTERPRISES LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199972/pdf"
"CEN25LA150","ACC","199986","2025-04-06T17:00:00Z","Fairbury","Nebraska","United States",,"N9926C","S-30","false","Aviation","",,,"None","0","0","0","0","0",,,,"40.181899999999999","-97.1678","SILVAIRE","8F","AIR","FBY",,"false","1",,,"INST","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199986/pdf"
"ERA25LA167","ACC","199968","2025-04-06T10:20:00Z","Rockledge","Florida","United States",,"N48263","1208","false","Aviation","",,,"Serious","0","2","0","2","0",,,,"28.337222000000001","-80.733604999999997","HILLER","UH12E","HELI","COI","MERRITT ISLAND","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199968/pdf"
"ERA25LA168","ACC","199977","2025-04-04T14:17:00Z","Vero Beach","Florida","United States",,"N333SE","34-7350091","false","Aviation","",,,"None","0","0","0","0","0",,,,"27.653517000000001","-80.415495000000007","PIPER","PA-34-200","AIR","VRB","Vero Beach Regional Airport","false","2",,,"INST","091","Substantial","VMC","PARIS AIR INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199977/pdf"
"ERA25LA166","ACC","199960","2025-04-03T12:22:00Z","Sanford","Florida","United States",,"N1910M","18264475","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"28.781181","-81.252381999999997","CESSNA","182","AIR","SFB","ORLANDO SANFORD INTL","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199960/pdf"
"CEN25FA144","ACC","199955","2025-04-02T20:30:00Z","Raceland","Louisiana","United States",,"N1574P","21061258","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"29.701865000000002","-90.651850999999994","CESSNA","210L","AIR","HUM","HOUMA-TERREBONNE","false","1",,,"INST","091","Destroyed","IMC","SOUTHERN SEAPLANE INC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199955/pdf"
"ERA25LA181","ACC","200043","2025-04-02T14:30:00Z","Zephyrhills","Florida","United States",,"N37PL","19190","false","Aviation","",,,"Serious","0","1","0","1","0",,,,"28.256461999999999","-82.149878000000001","SCHLEICHER","ASW-19","GLI","ZPH","ZEPHYRHILLS MUNI","false","0",,,"PERS","091","Substantial","VMC","TAMPA BAY SOARING SOCIETY INC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200043/pdf"
"ERA25LA164","ACC","199950","2025-04-01T19:45:00Z","Hickory","North Carolina","United States",,"N79514","17268134","false","Aviation","",,,"Minor","0","0","1","1",,,,,"35.743383999999999","-81.379581000000002","CESSNA","172N","AIR","HKY","HICKORY RGNL","false","1",,,"INST","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199950/pdf"
"ERA25FA163","ACC","199949","2025-04-01T17:04:00Z","Midvale","Ohio","United States",,"N8242Q","310Q0715","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"40.425607999999997","-81.372337999999999","CESSNA","310Q","AIR","PHD","New Philadelphia","false","2",,,"PERS","091","Substantial","VMC","Birds Eye View Inc","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199949/pdf"
"ERA25LA161","ACC","199945","2025-04-01T09:30:00Z","Martinsville","Virginia","United States",,"N84065","7AC-2752","false","Aviation","",,,"Minor","0","0","1","1",,,,,"36.635849999999998","-80.029944999999998","AERONCA","7AC","AIR","MTV","BLUE RIDGE","false","1",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199945/pdf"
"ERA25FA158","ACC","199937","2025-03-30T10:34:00Z","Franklin Township","New Jersey","United States",,"N319TM","9993","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"40.472693","-74.539323999999993","CIRRUS DESIGN CORP","SR22","AIR",,,"false","1",,,"PERS","091","Substantial","IMC","Elite Flight Experience","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199937/pdf"
"CEN25FA141","ACC","199935","2025-03-29T12:21:00Z","Brooklyn Park","Minnesota","United States",,"N721MB","91","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"45.149816999999999","-93.336188000000007","SOCATA","TBM700A","AIR","ANE",,"false","1",,,"PERS","091","Destroyed","IMC","DGW Enterprises LLC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199935/pdf"
"ERA25LA207","ACC","200189","2025-03-29T11:50:00Z","Winter Haven","Florida","United States",,"N38BS","18-8505","false","Aviation","",,,"None","0","0","0","0","0",,,,"28.061287","-81.761561999999998","PIPER","PA-18-150","AIR","F57","JACK BROWNS","false","1",,,"INST","091","Substantial","VMC","JACK BROWNS SEAPLANE BASE INC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200189/pdf"
"WPR25LA123","ACC","199940","2025-03-29T10:23:00Z","Marana","Arizona","United States",,"N70265","BDU-155","false","Aviation","",,,"None","0","0","0","0",,,,,"32.410179999999997","-111.22020000000001","PARK RODERIC B","KITFOX IV","AIR",,,"false","1",,,"PERS","091","Substantial",,"CHRISTENSEN KRISTOPHER E","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199940/pdf"
"ANC25LA029","ACC","199938","2025-03-29T09:10:00Z","Manley Hot Springs","Alaska","United States",,"N733KV","17268360","false","Aviation","DirectorBrief","2025-06-13T04:00:00Z","2025-06-13T17:00:00Z","None","0","0","0","0",,"The student pilot’s failure to maintain directional control during the landing roll on a snow and ice-covered runway, which resulted in a runway excursion and subsequent nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Contributed to outcome",,"64.997086999999993","-150.64331999999999","CESSNA","172N","AIR","MLY","MANLEY HOT SPRINGS","false","1","REC",,"INST","091","Substantial","VMC","Proflite of Alaska, LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199938","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199938/pdf"
"ERA25LA160","ACC","199943","2025-03-28T18:05:00Z","Chuluota","Florida","United States",,"N8318A","6955","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"28.626864000000001","-81.103605000000002","DAVID M LEBLANC","162F","HELI","pvt","pvt","false","1",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199943/pdf"
"OPS25LA032","INC","199934","2025-03-28T15:15:00Z","Arlington","Virginia","United States",,"N342NB, DRAGO61",,"false","Aviation","",,,,,,,,,,,,,,"AIRBUS, NORTHROP","A319-114, T38",,,,"false, false",,,"SCHD",,"121, ARMF",,"VMC","DELTA AIR LINES INC, US AIR FORCE","Initial Climb","In work",,,"",""
"ERA25LA191","ACC","200085","2025-03-28T15:00:00Z","Chesterfield","Virginia","United States",,"N4754","120531","false","Aviation","",,,"None","0","0","0","0",,,,,"37.407003000000003","-77.524680000000004","VANS AIRCRAFT INC","RV-12","AIR","FCI","RICHMOND EXEC/CHESTERFIELD COUNTY","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200085/pdf"
"ERA25LA192","ACC","200087","2025-03-28T15:00:00Z","Fort Myers","Florida","United States",,"N65011","75-3324","false","Aviation","",,,"None","0","0","0","0","0",,,,"26.586614999999998","-81.863247000000001","BOEING","A75N1(PT17)","AIR","FMY","PAGE FLD","false","1",,,"PERS","091","Substantial","VMC","AGELESS AVIATION DREAMS FOUNDATION INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200087/pdf"
"ERA25LA162","ACC","199947","2025-03-28T08:45:00Z","Bennettsville","South Carolina","United States",,"N8EV","80568","false","Aviation","",,,"Serious","0","1","0","1",,,,,"34.621709000000003","-79.734358999999998","RUYS NICHOLAS G","RV-8","AIR","BBP","Marlboro County Jetport","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199947/pdf"
"CEN25LA140","ACC","199933","2025-03-28T07:55:00Z","Cash","Arkansas","United States",,"N41687","0309","false","Aviation","DirectorBrief","2025-05-29T04:00:00Z","2025-05-29T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain clearance from an excavator during low-altitude aerial application operations.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Perception/orientation/illusion - Perception - Pilot",,"35.791977000000003","-90.935896","AIR TRACTOR INC","AT-802A","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199933","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199933/pdf"
"DCA25LA174","ACC","199962","2025-03-28T04:00:00Z","Dixon","California","United States",,"N939NP",,"false","Aviation","",,,,"0","0","0",,"0",,,,,,"PYKA INC","PELICAN",,,,"false",,,,"FLTS","091",,,"PYKA INC","Maneuvering","In work",,,"",""
"CEN25LA138","ACC","199928","2025-03-27T16:00:00Z","Rifle","Colorado","United States",,"N9310B","55110","false","Aviation","",,,"None","0","0","0","0","0",,,,"39.524138999999998","-107.72389","CESSNA","175","AIR","KRIL",,"false","1",,,"PERS","091","Substantial",,,"Standing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199928/pdf"
"CEN25LA165","ACC","200092","2025-03-27T13:12:00Z","Natchez","Mississippi","United States",,"N27DV","T20608111","false","Aviation","",,,"None","0","0","0","0","0",,,,"31.613661","-91.297336000000001","CESSNA","T206","AIR","HEZ",,"false","1",,,"AOBV","091","Substantial","VMC","Aero-Graphics, Inc.","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200092/pdf"
"ERA25LA159","ACC","199941","2025-03-27T12:40:00Z","New Port Richey","Florida","United States",,"N28790","1551","false","Aviation","",,,"None","0","0","0","0","0",,,,"28.214247","-82.726847000000006","SILVAIRE","LUSCOMBE 8A","AIR",,,"false","1",,,"PERS","091","Substantial",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199941/pdf"
"ANC25LA028","ACC","199932","2025-03-27T12:00:00Z","Royal Kunia","Hawaii","United States",,"N261FC","28-24697","false","Aviation","",,,"Minor","0","0","2","2",,,,,"21.412103999999999","-158.03393","PIPER","PA-28-140","AIR","NONE",,"false","1",,,"INST","091","Substantial","VMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199932/pdf"
