"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"MIA08CA179","ACC","68840","2008-09-01T13:30:00Z","South Harpswell","Maine","United States",,"N251SP","172S8227","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain control of the airplane while landing in gusty winds.","Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Ability to respond/compensate, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"43.779167000000001","-70.012778999999995","CESSNA","172SP","AIR","ME33","Farr Field","false","1","REC",,"PERS","091","Substantial","VMC","Ari Meisel","Approach","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68840/pdf"
"CHI08MA270","ACC","68846","2008-09-01T12:06:00Z","Columbus","Ohio","United States",,"N587X","361","false","Aviation","DirectorBrief","2009-06-22T04:00:00Z","2009-05-07T13:25:00Z","Fatal","3","0","0","3","0","The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captain’s inadequate post-maintenance preflight check and the flight crew’s improper response to the trim problem.","Aircraft - Aircraft structures - Empennage structure - Elevator/tab attach fitting - Incorrect service/maintenance, Aircraft - Aircraft structures - Empennage structure - Elevator/tab attach fitting - Inadequate inspection, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Pilot, Personnel issues - Task performance - Maintenance - (general) - Maintenance personnel, Personnel issues - Action/decision - Action - Incorrect action selection - Flight crew",,"39.798332000000002","-82.979163999999997","CONVAIR","CV-580","AIR","LCK","Rickenbacker International","false","2","TP",,"FLTS","091","Destroyed","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68846","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68846/pdf"
"DEN08CA147","ACC","68847","2008-09-01T10:15:00Z","Star City","Arkansas","United States",,"N7253D","22-5079","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"None","0","0","0","0","0","The pilot failed to maintain directional control during landing.  Contributing to the accident were the crosswinds and the rough terrain near the runway.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",,"33.926108999999997","-91.877219999999994","PIPER","PA-22","AIR","55m","Star City, AR","false","1","REC",,"PERS","091","Substantial","VMC","Robert Craig","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68847/pdf"
"NYC08LA299","ACC","68839","2008-09-01T08:30:00Z","Cumberland","Rhode Island","United States",,"N5529J",,"false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-11T18:01:00Z","None","0","0","0","0","0","The pilot's improper fuel management practices, which resulted in fuel starvation and a complete power loss. Contributing to the accident was the pilot's misdiagnosis of the situation, and his cessation of trouble-shooting to positively identify and correct the underlying problem.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Incorrect use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",,"41.971389000000002","-71.561942999999999","PIPER","PA-32-260","AIR",,,"false",,"REC",,"PERS","091","Substantial","VMC","Tri-Radial Flyers","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68839","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68839/pdf"
"DEN08LA145","ACC","68775","2008-08-31T20:45:00Z","Angle Fire","New Mexico","United States",,"N397RA","340A-0009","false","Aviation","DirectorBrief","2009-01-29T05:00:00Z",,"Minor","0","0","1","1","0","Controlled flight into terrain for unknown reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"36.421942999999999","-105.28971799999999","CESSNA","340A","AIR","AXX","ANGEL FIRE","false","2","REC",,"PERS","091","Destroyed","VMC","On File","Approach","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68775/pdf"
"ANC08CA117","ACC","69176","2008-08-31T18:00:00Z","Fairbanks","Alaska","United States",,"N2981M","360-80","false","Aviation","DirectorBrief","2008-12-11T05:00:00Z",,"None","0","0","0","0","0","The student pilot's inadequate recovery from a bounced landing.","Personnel issues - Action/decision - Action - Incorrect action performance - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"64.806944999999999","-147.762496","BELLANCA","8GCBC","AIR","MTF","Metro Field Airport","false","1","REC",,"INST","091","Substantial","VMC","Dave Whitmer","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/69176/pdf"
"CHI08CA276","ACC","68985","2008-08-31T17:05:00Z","Spring Grove","Illinois","United States",,"N50753","15069530","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"Minor","0","0","2","2","0","The pilot's inadequate preflight planning and his failure to maintain clearance from the trees.  Contributing factors were the trees and the high density altitude.","Personnel issues - Task performance - Planning/preparation - Performance calculations - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",,"42.453055999999997","-88.205000999999996","Cessna","150J","AIR","3LL4","Pillow Hill Airstrip","false","1","REC",,"PERS","091","Substantial","VMC","Samuel F. Hutchinson","Initial Climb","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68985/pdf"
"DFW08LA220","ACC","68849","2008-08-31T14:18:00Z","Cleburne","Texas","United States",,"N30WK","20641","false","Aviation","DirectorBrief","2009-01-29T05:00:00Z",,"Fatal","1","0","0","1","0","Loss of control inflight for undetermined reason.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"32.276943000000003","-97.313331000000005","SCHLEICHER","ASW-20B","GLI",,,"false",,,,"PERS","091","Substantial","VMC","James Rider","Approach","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68849/pdf"
"CHI08FA269","ACC","68844","2008-08-31T13:20:00Z","Greensburg","Indiana","United States",,"N37AE","45230","false","Aviation","DirectorBrief","2011-06-27T04:00:00Z","2009-01-14T23:25:00Z","Fatal","3","0","0","3","0","The in-flight separation of a main rotor blade due to a fatigue failure of the blade spar, rendering the helicopter uncontrollable, and the manufacturer's production of main rotor blades with latent manufacturing defects, which precipitated the fatigue failure of the blade spar.","Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Failure, Organizational issues - Development - Manufacture/production - (general) - Manufacturer",,"39.332220999999997","-85.620277000000002","BELL","206L-1","HELI",,,"false","1","TS","NSCH","POSI","091","Destroyed","VMC","Air Evac EMS Inc.","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68844","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68844/pdf"
"DFW08CA222","ACC","68864","2008-08-31T13:20:00Z","Carlsbad","New Mexico","United States",,"N2699Y","AC666","false","Aviation","DirectorBrief","2008-09-26T04:00:00Z",,"None","0","0","0","0","0","Failure of the door to remain secure for undetermined reasons.","Aircraft - Aircraft structures - Doors - Entrance stairs - Inadequate inspection",,"32.400492999999997","-104.229629","Fairchild","SW3","AIR","CNM","CAVERN CITY AIR TRML","false","2","TP",,"POSI","091","Substantial","VMC",,"Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68864/pdf"
"SEA08LA193","ACC","68837","2008-08-31T12:15:00Z","Oregon City","Oregon","United States",,"N510JW","P-40-151068888","false","Aviation","DirectorBrief","2009-05-12T04:00:00Z",,"Serious","0","1","0","1","0","The loss of total engine power due to a cold seizure.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Malfunction",,"45.312778000000002","-122.60861199999999","Wasson Loehle","Loehle P-40","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC","John Wasson","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68837/pdf"
"LAX08CA287","ACC","68851","2008-08-31T12:00:00Z","Dillon","Montana","United States",,"N4143D","22-3154","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"None","0","0","0","0","0","The pilot-certificated passenger's failure to maintain directional control during landing and the pilot's delayed remedial action and inadequate supervision.","Personnel issues - Action/decision - Action - Incorrect action performance - Copilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Pilot, Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"45.258887999999999","-112.554168","PIPER","PA-22-150","AIR","DLN","Dillon Airport","false","1","REC",,"PERS","091","Substantial","VMC","Dennis A. De Vivo","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68851/pdf"
"MIA08FA177","ACC","68835","2008-08-31T09:40:00Z","Latrobe","Pennsylvania","United States",,"N3180M","310R1866","false","Aviation","DirectorBrief","2010-04-22T04:00:00Z","2009-12-22T19:09:00Z","Fatal","1","0","0","1","0","The pilot's impairment/incapacitation (cardiovascular) resulting in the pilot being unable to control the airplane.","Personnel issues - Physical - Impairment/incapacitation - Cardiovascular - Pilot",,"40.460833999999998","-79.607780000000005","CESSNA","T310R","AIR","LBE","Arnold Palmer Regional","false","2","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68835","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68835/pdf"
"SEA08LA192","ACC","68836","2008-08-31T09:25:00Z","Camarillo","California","United States",,"N7482D","18-5817","false","Aviation","DirectorBrief","2009-08-13T04:00:00Z","2009-06-03T16:13:00Z","Fatal","1","0","0","1","0","The pilot's failure to fly the correct approach profile that resulted in the inadvertent pickup of a banner tow line with the airplane's main landing gear.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",,"34.215831000000001","-119.079444","PIPER","PA-18-150","AIR","CMA","Camarillo Airport","false","1","REC",,"BANT","091","Substantial","VMC","Van Wagner Aerial Media, LLC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68836","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68836/pdf"
"MIA08CA176","ACC","68834","2008-08-31T09:00:00Z","Anderson","South Carolina","United States",,"N61ZL","6495","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"Serious","0","1","0","1","0","The pilot's improper use of the balloon burners.","Aircraft - Aircraft structures - Balloon/dirigible structures - (general) - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"34.494444999999999","-82.709166999999994","Cameron","ZL-60","BALL",,,"false",,,,"PERS","091","Substantial","VMC","Charles L. Walz","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68834/pdf"
"CHI08LA288","ACC","68956","2008-08-31T08:30:00Z","Walworth","Wisconsin","United States",,"N1005W","04-710","false","Aviation","DirectorBrief","2009-05-06T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"42.525554","-88.653053","FANTASY AIR SRO","ALLEGRO 20","AIR","7V3","Big Foot Airfield","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68956/pdf"
"MIA08LA180","ACC","68853","2008-08-30T17:50:00Z","Elizabethtown","Kentucky","United States",,"N5927B","33927","false","Aviation","DirectorBrief","2009-02-25T05:00:00Z",,"None","0","0","0","0","0","A loss of engine power due to fuel exhaustion. Contributing to the accident was pressure from the company for the pilot to fly the second load of skydivers without refueling.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Environmental issues - Task environment - Pressures/demands - (general) - Effect on personnel, Aircraft - Aircraft systems - Fuel system - (general) - Related operating info, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"37.679721000000001","-85.940276999999995","CESSNA","182A","AIR","EKX","Addington Field Airport","false","1","REC",,"SKYD","091","Substantial","VMC","Skydive Kentucky, LLC","Maneuvering","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68853/pdf"
"ANC08CA115","ACC","69174","2008-08-30T17:00:00Z","Fairbanks","Alaska","United States",,"N3414A","22-1683","false","Aviation","DirectorBrief","2008-12-11T05:00:00Z",,"None","0","0","0","0","0","The pilot's selection of an unsuitable landing site, resulting in a main landing gear collapse during the landing roll.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Decision related to condition, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure",,"64.036940999999999","-147.5","PIPER","PA-22","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Jeremy T. Amsrtup","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/69174/pdf"
"MIA08CA178","ACC","68838","2008-08-30T16:20:00Z","Sevierville","Tennessee","United States",,"N80660","82473","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,,"0","0","0","0","0","The failure of the wooden propeller.","Aircraft - Aircraft propeller/rotor - Propeller system - Propeller blade section - Failure, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"35.811667999999997","-83.774444000000003","DEHAVILLAND","DH82A","AIR","TN20","Seymour Air Park","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68838/pdf"
"ANC08LA113","ACC","68860","2008-08-30T16:00:00Z","Galena","Alaska","United States",,"N4886U","U20606144","false","Aviation","DirectorBrief","2009-05-12T04:00:00Z",,"Minor","0","0","1","1","0","The en route loss of engine power due to a mechanic's failure to tighten a fuel line fitting, which became disconnected in flight.","Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft power plant - Engine fuel and control - (general) - Incorrect service/maintenance",,"64.738051999999996","-158.94000199999999","CESSNA","206","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Howard Hugent","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68860/pdf"
"NYC08CA300","ACC","68843","2008-08-30T13:00:00Z","Barceloneta","Puerto Rico","United States",,"N594TC","5690","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"Serious","0","1","0","1","0","The student pilot's failure to maintain control of the airplane during an aborted landing. Contributing to the accident were the high winds.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on operation",,"18.467777000000002","-66.652495999999999","Quicksilver","MXL II","AIR","NONE","Private Airstrip","false","1","REC",,"INST","091","Substantial","VMC",,"Approach","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68843/pdf"
"CHI08CA275","ACC","68935","2008-08-30T12:15:00Z","Bay City","Michigan","United States",,"N23461","15068964","false","Aviation","DirectorBrief","2008-12-03T05:00:00Z",,,"0","0","0","0","0","The loss of engine power during descent due to carburetor icing.  Contributing to the accident was the collapse of the nose landing gear due to rough terrain.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Contributed to outcome, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Aircraft - Aircraft systems - Landing gear system - Nose/tail gear strut/axle - Capability exceeded",,"43.546942999999999","-83.895553000000007","Cessna","150H","AIR","K3CM","James Clements Municipal","false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68935/pdf"
"NYC08CA303","ACC","68863","2008-08-30T11:30:00Z","Newton","Mississippi","United States",,"N6478E","46578","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain aircraft control while landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section - Capability exceeded",,"32.308886999999999","-89.132498999999996","CESSNA","172","AIR","M23","James H Easom Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68863/pdf"
"NYC08FA298","ACC","68833","2008-08-30T11:25:00Z","Lawrenceburg","Tennessee","United States",,"N6480U","2383","false","Aviation","DirectorBrief","2009-09-30T04:00:00Z","2009-06-23T18:46:00Z","Fatal","1","1","0","2","0","A loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"35.249721000000001","-87.249167999999997","MOONEY","M20C","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68833","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68833/pdf"
"SEA08LA191","ACC","68832","2008-08-29T18:56:00Z","Burbank","California","United States",,"N172ST","17271289","false","Aviation","DirectorBrief","2009-01-29T05:00:00Z",,"Serious","0","1","2","3","0","The pilot's improper preflight and in-flight planning, which resulted in fuel exhaustion.  Contributing to the accident were the pilot's loss of situational awareness while conducting the normal and emergency checklists during his turn from base to final approach, and the dark night condition.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation",,"34.204723000000001","-118.36277699999999","CESSNA","172N","AIR","BUR","Bob Hope Airport","false","1","REC",,"PERS","091","Substantial","VMC","UNIVERSAL AVIATORS ACADEMY INC","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68832/pdf"
"ANC08CA116","ACC","69175","2008-08-29T18:30:00Z","Talkeetna","Alaska","United States",,"N4081F","491","false","Aviation","DirectorBrief","2008-12-11T05:00:00Z",,"None","0","0","0","0","0","The pilot's selection of an unsuitable takeoff site, resulting in an on ground collision with tall brush.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Decision related to condition",,"62.416666999999997","-151","de Havilland","DHC-2","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Randy T. Burleson","Takeoff","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/69175/pdf"
"DEN08CA148","ACC","68850","2008-08-29T18:00:00Z","Refugio","Texas","United States",,"N2312","1973","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"None","0","0","0","0","0","The pilot failed to maintain adequate airspeed while maneuvering to land.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"28.365553999999999","-97.111946000000003","Robinson","R-22","HELI","N/A","Not Applicable","false","1","REC",,"AOBV","091","Substantial","VMC","Coastal Bend Helicopter Services LLC","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68850/pdf"
"LAX08LA288","ACC","68868","2008-08-29T17:00:00Z","Gerlach","Nevada","United States",,"N287SR","2788","false","Aviation","DirectorBrief","2009-08-13T04:00:00Z","2009-06-05T18:16:00Z","None","0","0","0","0","0","The pilot's failure to maintain aircraft control during an uncommanded pitch-up during the takeoff.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained",,"40.762222000000001","-119.203056","Cirrus Design Corp.","SR-22","AIR",,"Private","false","1","REC",,"PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68868","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68868/pdf"
"MIA08CA184","ACC","68862","2008-08-29T16:30:00Z","Pantego","North Carolina","United States",,"N8137K","580B","false","Aviation","DirectorBrief","2008-09-26T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain directional control on the landing roll out.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - (general) - Not specified",,"35.580795000000002","-76.649642","Gulfstream-Schweizer","G-164B","AIR","NONE","Private Strip","false","1","REC",,"AAPL","137","Substantial","VMC","Dreamstreet Aviation Inc","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68862/pdf"
"DFW08FA218","ACC","68831","2008-08-29T16:13:00Z","Ridgedale","Missouri","United States",,"N41411","12429","false","Aviation","DirectorBrief","2010-08-12T04:00:00Z","2010-07-02T15:36:00Z","Fatal","2","0","0","2","0","An in-flight loss of control for undetermined reasons.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"36.5","-93.308891000000003","ROBINSON","R44 II","HELI","BBG","Branson Airport","false","1","REC",,"EXEC","091","Destroyed","VMC","Central Illinois Air Corp","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=68831","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68831/pdf"
"SEA08LA190","ACC","68830","2008-08-29T12:30:00Z","Coeur d'Alene","Idaho","United States",,"N9881T","6-5407","false","Aviation","DirectorBrief","2009-05-12T04:00:00Z",,"Fatal","1","0","0","1","0","The pilot's failure to maintain aircraft control after the engine experienced a loss of power.  Contributing to the accident was the mixture control arm separating from the fuel metering valve shaft.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Failure, Aircraft - Aircraft systems - Fuel system - Fuel distribution - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"47.773612","-116.820556","Lien","Zodiac 601 XL","AIR","COE","Coeur d'Alene Air Terminal","true","1","REC",,"PERS","091","Substantial","VMC","Kenneth L Lien","Initial Climb","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68830/pdf"
"NYC08CA297","ACC","68828","2008-08-29T12:20:00Z","Sebring","Florida","United States",,"N87376","549","false","Aviation","DirectorBrief","2008-09-26T04:00:00Z",,"None","0","0","0","0","0","A bird strike which substantially damaged the propeller and required the engine to be secured. Contributing to the accident was the damaged propeller.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Not specified, Aircraft - Aircraft propeller/rotor - Propeller system - Propeller blade section - Damaged/degraded, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Not specified",,"27.479721999999999","-81.324995999999999","Ercoupe (Eng & Research Corp.)","415-C","AIR","SEF","Sebring Regional Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68828/pdf"
"OPS08IA013","INC","68817","2008-08-28T21:07:00Z","Fresno","California","United States",,"N9219T",,"false","Aviation","DirectorBrief","2009-02-19T05:00:00Z",,"None","0","0","0","0","0","The tower controller's failure to ensure the runway was clear before allowing Skywest 69R to land.  Factors contributing to the incident were the Malibu pilot's and tower controller's unfamiliarity with the airport layout.","Personnel issues - Experience/knowledge - Knowledge - Knowledge of geographic area - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of geographic area - ATC personnel, Personnel issues - Action/decision - Action - Incorrect action performance - ATC personnel, Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - ATC personnel",,"36.749442999999999","-119.67004300000001","Piper, Canadair","PA-46, CRJ2","AIR, AIR",,"Fresno - Yosemite Intl","false, false",,,"SCHD","PERS","091, 135","None, None","VMC","SKYWEST AIRLINES INC","Taxi","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68817/pdf"
"OPS08IA014","INC","68818","2008-08-28T18:37:00Z","Atlantic Ocean",,"United States",,"UKNOWN, N395DN",,"false","Aviation","DirectorBrief","2009-02-19T05:00:00Z",,"None","0","0","0","0","0","The San Juan CERAP controllers failure to ensure the two aircraft were properly separated using non-radar separation standards.","Personnel issues - Task performance - Use of equip/info - Use of automation - ATC personnel, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - ATC personnel, Personnel issues - Task performance - (general) - (general) - ATC personnel",,,,"Boeing, Boeing","B744, B737-800","AIR, AIR",,,"false, false",,,"SCHD, SCHD",,"129, 121","None, None",,"TRANSAERO AIRLINES","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/68818/pdf"
