"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN10CA061","ACC","75122","2009-11-22T10:10:00Z","Rochester","Indiana","United States",,"N1172D","23220C","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-28T19:11:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"41.065555000000003","-86.181663","CESSNA","305A","AIR","RCR","Fulton County Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75122","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75122/pdf"
"ERA10LA073","ACC","75085","2009-11-21T16:30:00Z","Hammonton","New Jersey","United States",,"N909CW","28R-7335071","false","Aviation","DirectorBrief","2011-05-05T04:00:00Z","2010-12-01T20:25:00Z","None","0","0","0","0","0","A total loss of engine power due to a blocked fuel vent.","Aircraft - Aircraft systems - Fuel system - Fuel filter-strainer - Damaged/degraded",,"39.666941999999999","-74.754446999999999","PIPER","PA-28R-200","AIR","N81","Hammonton Municipal","false","1","REC",,"PERS","091","Substantial","VMC","GKW CORP","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75085","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75085/pdf"
"WPR10LA063","ACC","75083","2009-11-21T14:20:00Z","Watsonville","California","United States",,"N7JX","L2K-187","false","Aviation","DirectorBrief","2011-09-19T04:00:00Z","2011-07-08T15:45:00Z","Fatal","1","0","0","1","0","A loss of engine power due to oil starvation and the pilot's failure to maintain airspeed while approaching the landing area resulting in an aerodynamic stall, rapid descent, and collision with terrain.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Incorrect service/maintenance",,"36.942501","-121.783607","BUDD","Lancair Legacy","AIR","KWVI","Watsonville Municipal Airport","true","1","REC",,"PERS","091","Substantial","VMC","LAMPERT GARY M","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75083","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75083/pdf"
"WPR10CA061","ACC","75080","2009-11-21T13:30:00Z","Deer Valley","Arizona","United States",,"N56099","75-873","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-22T14:11:00Z","Minor","0","0","1","1","0","The pilot's failure to maintain directional control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck - Inoperative, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"33.688056000000003","-112.08249600000001","BOEING","A75N1","AIR","KDVT","Deer Valley","false","1","REC",,"PERS","091","Substantial","VMC","POLLACK JACK","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75080","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75080/pdf"
"ERA10CA071","ACC","75082","2009-11-21T12:00:00Z","Everglades City","Florida","United States",,"N609SR","2098","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-29T14:16:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the attempted go-around.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"25.842500000000001","-81.387495999999999","CIRRUS","SR-22","AIR","X01","Everglades Airpark","false","1","REC",,"PERS","091","Substantial","VMC","RexAir Sales & Leasing LL","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75082","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75082/pdf"
"WPR10CA062","ACC","75081","2009-11-21T10:30:00Z","Yucca Valley","California","United States",,"N8504B","36204","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-22T18:48:00Z","None","0","0","0","0","0","The pilot's inadequate compensation for the crosswind gusts and failure to maintain directional control of the airplane.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"34.337223000000002","-116.579719","CESSNA","172","AIR","6CA5","Valley Vista Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75081","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75081/pdf"
"ERA10CA087","ACC","75115","2009-11-20T19:25:00Z","Ashland","Virginia","United States",,"N319UA","126","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-04T19:27:00Z","Minor","0","0","1","1","0","The pilot’s failure to maintain adequate clearance from trees during the landing approach.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",,"37.708888999999999","-77.436667999999997","COSTRUZIONI AERONAUTICHE TECNA","P2004 BRAVO","AIR","KOFP","Hanover County Municipal","false","1","REC",,"PERS","091","Substantial","VMC","Heart of Virginia Aviation, Inc.","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75115","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75115/pdf"
"ERA10CA075","ACC","75087","2009-11-20T17:00:00Z","Lebanon","Pennsylvania","United States",,"N321ET","0025","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-11T18:54:00Z","None","0","0","0","0","0","The pilot’s failure to arrest the helicopter descent during the simulated engine out maneuver resulting in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"40.288333000000002","-76.323890000000006","SCHWEIZER","269C-1","HELI","08N","Keller Brothers Airport","false","1","REC",,"INST","091","Substantial","VMC","EAGLE II AERONAUTICS INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75087","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75087/pdf"
"WPR10LA059","ACC","75078","2009-11-20T13:46:00Z","Susanville","California","United States",,"N2650R","18258350","false","Aviation","DirectorBrief","2010-10-21T04:00:00Z","2010-07-22T16:57:00Z","Fatal","1","0","0","1","0","The pilot's decision to takeoff into weather conditions conducive to ice accumulation, which resulted in an inadvertent stall/spin while maneuvering in the initial climb. Contributing to the accident was the likely accumulation of snow and ice on the airborne airplane.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Snow - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on operation",,"40.387779000000002","-120.549446","CESSNA","182K","AIR","KSVE","Susanville Municipal Airport","false","1","REC",,"PERS","091","Substantial","IMC","GARTNER HAROLD H III","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75078","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75078/pdf"
"ERA10LA070","ACC","75077","2009-11-20T12:30:00Z","Port Charlotte","Florida","United States",,"N41765","28-7415327","false","Aviation","DirectorBrief","2010-07-22T04:00:00Z","2010-05-04T14:39:00Z","None","0","0","0","0","0","A partial loss of engine power due to the separation of the spark plug hole helicoil from the bottom position of the No. 3 cylinder for undetermined reasons.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure",,"26.918333000000001","-81.987776999999994","PIPER","PA28-151","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","UNIVERSEL TECHNOLOGIES/UNITEC INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75077","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75077/pdf"
"WPR10LA060","ACC","75079","2009-11-20T11:20:00Z","Kahuku","Hawaii","United States",,"N551CR","0534E","false","Aviation","DirectorBrief","2011-05-19T04:00:00Z","2011-03-14T17:27:00Z","None","0","0","0","0","0","The fatigue failure of the landing gear strut and maintenance personnel’s failure to perform an adequate inspection of the landing gear.","Aircraft - Aircraft structures - Fuselage - Gear attach fittings (on fus) - Failure, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel, Aircraft - Aircraft structures - Fuselage - Gear attach fittings (on fus) - Inadequate inspection",,"21.704720999999999","-158.00555399999999","MCDONNELL DOUGLAS HELI CO","369E","HELI","HI58","Turtle Bay","false","1","TS","NSCH",,"135","Substantial","VMC","K & S HELICOPTERS INC","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75079","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75079/pdf"
"ERA10CA068","ACC","75073","2009-11-19T15:00:00Z","Auburn","Maine","United States",,"N95JR","18504074","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-15T20:04:00Z","None","0","0","0","0","0","The pilot’s failure to maintain directional control while landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"44.042220999999998","-70.283332000000001","CESSNA","C185F","AIR","LEW","Auburn/Lewiston Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75073","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75073/pdf"
"CEN10LA054","ACC","75061","2009-11-19T05:30:00Z","Mineola","Texas","United States",,"N3148Q","28-7790438","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-14T16:00:00Z","Serious","0","1","0","1","0","A loss of engine power due to fuel exhaustion and the pilot's inadequate preflight planning.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",,"32.660423000000002","-95.479560000000006","PIPER","PA-28-181","AIR","KJDD","Wood County Airport","false","1","REC",,"PERS","091","Substantial","VMC","L AND P OF WINONA INC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75061","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75061/pdf"
"DCA10FA012","ACC","75093","2009-11-18T20:30:00Z","New Market","Virginia","United States",,"N209UA","30215","false","Aviation","DirectorBrief","2011-12-27T05:00:00Z",,"Serious","0","1","1","2","0","The flight crew’s inadvertent encounter with a small area of cumulous clouds at night that resulted in moderate to severe convectively induced turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"38.655555","-78.708053000000007","BOEING","777-200","AIR",,,"false","2","TF","SCHD",,"121","None","IMC","United Airlines Inc.,","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75093/pdf"
"CEN10LA056","ACC","75075","2009-11-18T12:30:00Z","Montrose","Colorado","United States",,"N2493T","NAV-4-2493","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-14T17:29:00Z","Minor","0","0","1","1","0","A loss of engine power due to the pilot’s inadequate preflight planning.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"38.509723000000001","-107.894165","NAVION","NAVION G","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","BORGO DOUGLAS A","Emergency Descent","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75075","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75075/pdf"
"WPR10CA057","ACC","75067","2009-11-18T10:30:00Z","Lyons","Oregon","United States",,"N16869","2264","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-10T15:27:00Z","None","0","0","0","0","0","The pilot's inadvertent encounter with a vortex ring state (settling with power) condition while he was descending, and his improper initial remedial action.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained",,"44.819674999999997","-122.37069700000001","BELL","206B","HELI",,,"false","1","TS",,"OWRK","133","Substantial","VMC","Leading Edge Aviation Inc.","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75067","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75067/pdf"
"ERA10CA069","ACC","75074","2009-11-17T17:30:00Z","Plant City","Florida","United States",,"N917ZZ","0095","false","Aviation","DirectorBrief","2010-05-06T04:00:00Z","2010-02-08T14:27:00Z","None","0","0","0","0","0","The pilot's improper flare while landing, which resulted in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"28","-82.157775000000001","PARADISE USA LLC","PARADISE P-1 SLSA LW","AIR","PCM","Plant City Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75074","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75074/pdf"
"CEN10LA052","ACC","75063","2009-11-17T08:45:00Z","Saginaw","Texas","United States",,"N8297P","34-8170042","false","Aviation","DirectorBrief","2010-08-12T04:00:00Z","2010-03-04T21:00:00Z","None","0","0","0","0","0","The pilot's inability to maintain control of the airplane due to a pinched trim system wire that resulted in a runaway nose-down pitch trim.","Aircraft - Aircraft systems - Flight control system - Flight control sys wiring - Damaged/degraded, Aircraft - Aircraft systems - Flight control system - Elevator tab control system - Malfunction",,"32.936667999999997","-97.449995999999999","PIPER","PA-34-200T","AIR","T67","Hicks Field","false","2","REC",,"PERS","091","Substantial","VMC","Glen R. Smith, Jr.","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75063","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75063/pdf"
"ERA10CA067","ACC","75070","2009-11-16T16:30:00Z","Newburgh","New York","United States",,"N335BW","720","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-08T18:24:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the landing rollout.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"41.502223000000001","-74.102774999999994","Robert Wood","Thorp T18","AIR","SWF","Stewart International Airport","true","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75070","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75070/pdf"
"ERA10CA076","ACC","75091","2009-11-16T12:00:00Z","Dunnellon","Florida","United States",,"N89B","F5-006","false","Aviation","DirectorBrief","2010-05-06T04:00:00Z","2010-02-09T19:34:00Z","None","0","0","0","0","0","The certified flight instructor’s delayed response to the student pilot's loss of directional control while landing, which resulted in a ground-loop. Contributing to the accident was the student pilot's loss of directional control.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"29.056943","-82.372496999999996","CLASSIC AIRCRAFT CORP","WACO YMF","AIR","X35","Dunnellon/Marion County","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75091","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75091/pdf"
"ERA10LA066","ACC","75065","2009-11-15T18:11:00Z","Newcomb","New York","United States",,"N1723T","28-7125035","false","Aviation","DirectorBrief","2010-08-12T04:00:00Z","2010-07-07T17:21:00Z","Fatal","2","0","0","2","0","The pilot’s failure to maintain clearance from mountainous terrain during descent at night, with low clouds and fog.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Clouds - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome",,"44.07611","-74.131111000000004","PIPER","PA-28-140","AIR",,,"false","1","REC",,"PERS","091","Substantial","IMC","Malone Aviation","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75065","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75065/pdf"
"ERA10CA072","ACC","75084","2009-11-15T14:31:00Z","Indian Trail","North Carolina","United States",,"N59748","JEN8675309","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-29T14:42:00Z","Serious","0","2","0","2","0","A loss of engine power due to carburetor icing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",,"35.076388999999999","-80.609168999999994","AIRFRAMES UNLIMITED","COYOTE","PPAR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75084","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75084/pdf"
"CEN10IA053","INC","75064","2009-11-14T19:00:00Z","Kansas City","Missouri","United States",,"N924FR","2030","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-06T21:01:00Z","None","0","0","0","0","0","The in-flight engine ingestion of one or more Lesser Snow Geese (Chen caerulescens caerulescens).","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"39.297778999999998","-94.713890000000006","AIRBUS","A319-111","AIR","MCI","Kansas City International","false","2","TF","SCHD",,"121","Minor","VMC","Frontier Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75064","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75064/pdf"
"ERA10CA079","ACC","75099","2009-11-14T18:45:00Z","West Palm Beach","Florida","United States",,"N884","84","false","Aviation","DirectorBrief","2010-05-06T04:00:00Z","2010-02-19T19:42:00Z","None","0","0","0","0","0","The loss of directional control while landing for undetermined reasons.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Action - Incomplete action - Pilot",,"26.589165999999999","-80.084441999999996","AIR GULFSTREAM AIRLINES INC","SX-300","AIR","LNA","Palm Beach County Airport","true","1","REC",,"PERS","091","Substantial","VMC","AIR GULFSTREAM AIRLINES INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75099","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75099/pdf"
"ERA10CA065","ACC","75057","2009-11-14T17:35:00Z","Georgetown","Kentucky","United States",,"N2374","2069","false","Aviation","DirectorBrief","2010-03-03T05:00:00Z","2009-12-04T21:08:00Z","Minor","0","0","2","2","0","The pilot's failure to maintain adequate clearance from the surface during lateral hover, which resulted in dynamic rollover.","Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",,"38.233890000000002","-84.433609000000004","ROBINSON HELICOPTER","R22 BETA","HELI","27K","Georgetown Scott County","false","1","REC",,"INST","091","Substantial","VMC","FLEMING PROPERTIES LLC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75057","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75057/pdf"
"WPR10FA056","ACC","75058","2009-11-14T17:15:00Z","San Gabriel","California","United States",,"N17803","E-1031","false","Aviation","DirectorBrief","2012-10-04T04:00:00Z","2012-07-04T14:19:00Z","Fatal","1","0","0","1","0","Failure of the exhaust band V-clamp during cruise flight, which resulted in an in-flight fire and a subsequent forced landing.","Aircraft - Aircraft power plant - Engine exhaust - (general) - Fatigue/wear/corrosion, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome",,"34.099997999999999","-118.08360999999999","BEECH","A36","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","David E. Flotho","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75058","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75058/pdf"
"ANC10CA008","ACC","75060","2009-11-14T15:00:00Z","Anchorage","Alaska","United States",,"N3797Z","18-7492","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-13T17:59:00Z","None","0","0","0","0","0","The pilot's decision to land and attempt to takeoff from an unsuitable off-airport site.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Decision related to condition, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",,"60.517223000000001","-150.73388600000001","PIPER","PA-18-150","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","John C. Buller","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75060","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75060/pdf"
"CEN10LA050","ACC","75055","2009-11-14T13:15:00Z","Burnet","Texas","United States",,"N10DA","332","false","Aviation","DirectorBrief","2010-12-20T05:00:00Z","2010-09-02T17:30:00Z","Fatal","1","0","0","1","0","The pilot’s failure to maintain aircraft control, resulting in an aerodynamic stall. Contributing to the accident was the loss of engine power due to a clogged fuel screen that resulted in fuel starvation caused by the builder's inappropriate use of a fuel tank sealant in a plastic tank.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Aircraft - Aircraft power plant - Power plant - (general) - Failure, Aircraft - Aircraft systems - Fuel system - Fuel filter-strainer - Capability exceeded, Organizational issues - Development - Design - Equipment design - Manufacturer",,"30.759166","-98.220825000000005","AUGUSTINE DAVID L","SONEX","AIR","KBMQ","Burnet Municipal Airport","true","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75055","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75055/pdf"
"ERA10CA064","ACC","75054","2009-11-14T13:00:00Z","Pahokee","Florida","United States",,"N74632","3963","false","Aviation","DirectorBrief","2010-03-03T05:00:00Z","2009-12-09T20:24:00Z","Minor","0","0","1","1","0","The pilot’s failure to maintain control of the helicopter.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"26.79111","-80.689445000000006","ROBINSON HELICOPTER","R22 BETA","HELI","PHK","Palm Beach County Glades","false","1","REC",,"PERS","091","Substantial","VMC","Palm Beach Helicopters","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75054","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75054/pdf"
"ERA10FA062","ACC","75052","2009-11-14T11:50:00Z","Dennisville","New Jersey","United States",,"N4499T","28R-7235054","false","Aviation","DirectorBrief","2011-10-17T04:00:00Z","2011-08-15T18:47:00Z","Fatal","2","0","0","2","0","The non-instrument-rated pilot's decision to depart into known instrument meteorological conditions, which resulted in his spatial disorientation and overcontrol of the airplane and the subsequent in-flight structural failure. Contributing to the accident was the pilot's failure to use all available resources, including the autopilot and the air traffic controller.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Use of available resources - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot",,"39.218055","-74.790274999999994","PIPER","PA-28R-200","AIR","OBI","Woodbine Municipal Airport","false","1","REC",,"PERS","091","Substantial","IMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75052","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75052/pdf"
"ERA10LA063","ACC","75053","2009-11-14T11:18:00Z","Fort Myers","Florida","United States",,"N3823","306","false","Aviation","DirectorBrief","2011-10-03T04:00:00Z","2011-08-10T19:19:00Z","Minor","0","0","3","3","0","The pilot's improper recovery from a bounced landing and failure to maintain directional control, which resulted in a ground loop. Contributing to the accident was the pilot's minimal experience in the airplane make and model.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Pilot",,"26.586389","-81.863051999999996","CURTISS WRIGHT","TRAVEL AIR","AIR","FMY","Page Field Airport","false","1","REC",,"OWRK","091","Substantial","VMC","Lucky Lindy's Flying Service","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75053","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75053/pdf"
"WPR10FA055","ACC","75051","2009-11-14T03:01:00Z","Doyle","California","United States",,"N5793P","1476","false","Aviation","DirectorBrief","2013-08-29T04:00:00Z","2013-06-19T14:39:00Z","Fatal","3","0","0","3","0","The pilot became spatially disoriented while maneuvering on a dark night, which resulted in a loss of helicopter control.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Clouds - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Light condition - Low light - Effect on personnel",,"39.851387000000003","-120.349998","AEROSPATIALE","AS350BA","HELI",,,"false","1","TS",,"POSI","091","Substantial","VMC","Mountain Lifeflight","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75051","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75051/pdf"
